Name,Location,Paths,ID,Desc.,km,km change,Type,Device,Device direction,Track ID
N28280,286862.95981429156,302843.2811223269,P1159,P1160,Standard Gauge Track,null,0.0,,,,,
N28281,286782.45534039714,302847.78138639044,P1160,P1161,Standard Gauge Track,null,0.0,,,,,
N28282,286605.44392087957,302858.78218725824,P1161,P1162,Standard Gauge Track,null,0.0,,,,,
N28283,286573.37280187476,302861.29132473096,P1162,P1163,Standard Gauge Track,null,0.0,,,,,
N28285,286481.34350881825,302878.29721232934,P1163,P1164,Standard Gauge Track,null,0.0,,,,,
N28287,286236.840771292,302931.79782750085,P1164,P1165,Standard Gauge Track,null,0.0,,,,,
N28289,285999.8454241159,302990.6967885837,P1165,P1166,Standard Gauge Track,null,0.0,,,,,
N28293,285925.9012247436,303007.1077248275,P1166,P1167,Standard Gauge Track,null,0.0,,,,,
N28296,285822.2090528459,303029.7302311743,P1167,P1168,Standard Gauge Track,null,0.0,,,,,
N28300,285762.6292009848,303038.5425716205,P1168,P1169,Standard Gauge Track,null,0.0,,,,,
N28306,285698.6716808635,303041.60004806274,P1169,P1170,Standard Gauge Track,null,0.0,,,,,
N28311,285609.7152899547,303037.32506949734,P1170,P1171,Standard Gauge Track,null,0.0,,,,,
N28316,285520.4268157727,303023.2431185076,P1171,P1172,Standard Gauge Track,null,0.0,,,,,
N28321,285444.6731966725,303003.6222884479,P1172,P1173,Standard Gauge Track,null,0.0,,,,,
N28329,285365.22546256764,302974.3034165163,P1173,P1174,Standard Gauge Track,null,0.0,,,,,
N28333,285298.96398891223,302941.77748784336,P1174,P1175,Standard Gauge Track,null,0.0,,,,,
N28356,289285.96868201887,303110.8045176692,P1141,P1142,Standard Gauge Track,null,0.0,,,,,
N28422,287522.4797577992,303048.569725201,P1154,P1155,Standard Gauge Track,null,0.0,,,,,
N29821,284777.8861879052,302848.13723801344,P1181,P1182,Standard Gauge Track,null,0.0,,,,,
N29829,284849.27499686787,302822.70916195423,P1180,P1181,Standard Gauge Track,null,0.0,,,,,
N29834,284897.75033902813,302812.9656045142,P1179,P1180,Standard Gauge Track,null,0.0,,,,,
N29842,284961.17760000046,302809.2309824481,P1178,P1179,Standard Gauge Track,null,0.0,,,,,
N29849,285025.22796171345,302815.8453672365,P1177,P1178,Standard Gauge Track,null,0.0,,,,,
N29855,285097.73094960855,302836.60292705824,P1176,P1177,Standard Gauge Track,null,0.0,,,,,
N29861,285196.4366672428,302885.63356055465,P1175,P1176,Standard Gauge Track,null,0.0,,,,,
N30260,282192.583536927,304473.2137858114,P1228,P1229,Standard Gauge Track,null,0.0,,,,,
N30268,282281.2152058776,304491.7377277744,P1227,P1228,Standard Gauge Track,null,0.0,,,,,
N30271,282389.5361923244,304503.03091021726,P1226,P1227,Standard Gauge Track,null,0.0,,,,,
N30275,282481.65189252154,304505.280227731,P1225,P1226,Standard Gauge Track,null,0.0,,,,,
N30280,282571.58400961413,304499.88515340554,P1224,P1225,Standard Gauge Track,null,0.0,,,,,
N30284,282658.4493973001,304487.1638619959,P1223,P1224,Standard Gauge Track,null,0.0,,,,,
N30288,282739.4728566435,304468.8375157064,P1222,P1223,Standard Gauge Track,null,0.0,,,,,
N30291,282802.8364356381,304449.0324482296,P1221,P1222,Standard Gauge Track,null,0.0,,,,,
N30296,282876.3852997241,304418.8530740168,P1220,P1221,Standard Gauge Track,null,0.0,,,,,
N30300,282999.671387376,304357.0793645784,P1219,P1220,Standard Gauge Track,null,0.0,,,,,
N30302,283225.28620332916,304241.6869170225,P1218,P1219,Standard Gauge Track,null,0.0,,,,,
N30308,283317.75308504346,304192.3465384156,P1217,P1218,Standard Gauge Track,null,0.0,,,,,
N30313,283359.5597577992,304163.530274799,P1216,P1217,Standard Gauge Track,null,0.0,,,,,
N30321,283416.91754151543,304111.79458388005,P1215,P1216,Standard Gauge Track,null,0.0,,,,,
N30326,283452.0447828503,304070.53057075955,P1214,P1215,Standard Gauge Track,null,0.0,,,,,
N30331,283488.7624656133,304014.74701190746,P1213,P1214,Standard Gauge Track,null,0.0,,,,,
N30337,283531.5787153745,303944.30513745255,P1212,P1213,Standard Gauge Track,null,0.0,,,,,
N30343,283565.9992153044,303900.98465600563,P1211,P1212,Standard Gauge Track,null,0.0,,,,,
N30348,283596.7130862971,303869.9005991101,P1210,P1211,Standard Gauge Track,null,0.0,,,,,
N30352,283626.9754605669,303844.6559133505,P1209,P1210,Standard Gauge Track,null,0.0,,,,,
N30362,283703.7686528641,303797.106096411,P1208,P1209,Standard Gauge Track,null,0.0,,,,,
N30367,283757.5009316805,303774.8874110278,P1207,P1208,Standard Gauge Track,null,0.0,,,,,
N30372,283822.23942512774,303757.7238564556,P1206,P1207,Standard Gauge Track,null,0.0,,,,,
N30376,283951.8636093721,303733.2830363541,P1204,P1205,Standard Gauge Track,null,0.0,,,,,
N30378,283990.3645268567,303725.9928599662,P1203,P1204,Standard Gauge Track,null,0.0,,,,,
N30383,284028.2091390561,303718.2359822619,P1202,P1203,Standard Gauge Track,null,0.0,,,,,
N30390,284076.6431201353,303705.6534410992,P1201,P1202,Standard Gauge Track,null,0.0,,,,,
N30394,284124.3786370518,303689.2372520152,P1200,P1201,Standard Gauge Track,null,0.0,,,,,
N30397,284171.0341787239,303667.85794042645,P1199,P1200,Standard Gauge Track,null,0.0,,,,,
N30404,284222.7696686537,303637.6949864133,P1198,P1199,Standard Gauge Track,null,0.0,,,,,
N30408,284258.9303740082,303612.2222271145,P1197,P1198,Standard Gauge Track,null,0.0,,,,,
N30413,284294.91800621117,303583.63601242256,P1196,P1197,Standard Gauge Track,null,0.0,,,,,
N30422,284324.7204830585,303554.62321758654,P1195,P1196,Standard Gauge Track,null,0.0,,,,,
N30430,284362.8777744572,303509.7802195657,P1194,P1195,Standard Gauge Track,null,0.0,,,,,
N30437,284386.2359478734,303478.2381824043,P1193,P1194,Standard Gauge Track,null,0.0,,,,,
N30449,284415.1012039031,303428.1978260296,P1192,P1193,Standard Gauge Track,null,0.0,,,,,
N30456,284437.2071607994,303383.6963538602,P1191,P1192,Standard Gauge Track,null,0.0,,,,,
N30467,284465.00822940026,303325.19406686135,P1190,P1191,Standard Gauge Track,null,0.0,,,,,
N30475,284492.2148664805,303266.5013361896,P1189,P1190,Standard Gauge Track,null,0.0,,,,,
N30485,284523.0184574547,303201.09358147625,P1188,P1189,Standard Gauge Track,null,0.0,,,,,
N30492,284551.5221338428,303140.6858830753,P1187,P1188,Standard Gauge Track,null,0.0,,,,,
N30500,284586.41371635936,303064.7038720158,P1186,P1187,Standard Gauge Track,null,0.0,,,,,
N30508,284618.1900987796,302999.63377264305,P1185,P1186,Standard Gauge Track,null,0.0,,,,,
N30516,284653.08344315644,302946.9956877866,P1184,P1185,Standard Gauge Track,null,0.0,,,,,
N30523,284690.57428491506,302906.1285107185,P1183,P1184,Standard Gauge Track,null,0.0,,,,,
N30530,284728.9297724146,302875.96491948335,P1182,P1183,Standard Gauge Track,null,0.0,,,,,
N31761,283905.933139325,303741.8475831542,P1205,P1206,Standard Gauge Track,null,0.0,,,,,
N33038,282117.60363022005,304450.2061515664,P1229,P1230,Standard Gauge Track,null,0.0,,,,,
N33045,282023.94750103855,304410.61378556927,P1230,P1231,Standard Gauge Track,null,0.0,,,,,
N33050,281914.1579741347,304352.53967151296,P1231,P1232,Standard Gauge Track,null,0.0,,,,,
N33053,281852.44405595714,304317.66752431006,P1232,P1233,Standard Gauge Track,null,0.0,,,,,
N33056,281477.95774336427,304109.2751642734,P1233,P1234,Standard Gauge Track,null,0.0,,,,,
N33064,281328.3377233237,304026.3489091928,P1234,P1235,Standard Gauge Track,null,0.0,,,,,
N33074,281174.99650761095,303957.78521165694,P1235,P1236,Standard Gauge Track,null,0.0,,,,,
N33079,281038.9277952688,303901.1957487007,P1236,P1237,Standard Gauge Track,null,0.0,,,,,
N33228,280666.6537897286,303747.1462116255,P1237,P1238,Standard Gauge Track,null,0.0,,,,,
N33234,280541.37438317586,303707.15674625133,P1238,P1239,Standard Gauge Track,null,0.0,,,,,
N33236,280478.7275531082,303694.1032616167,P1239,P1240,Standard Gauge Track,null,0.0,,,,,
N33241,280335.3396924052,303668.30573287467,P1241,P1242,Standard Gauge Track,null,0.0,,,,,
N33245,280232.6203400376,303643.12783911935,P1242,P1243,Standard Gauge Track,null,0.0,,,,,
N33251,280147.226135798,303610.6137198852,P1243,P1244,Standard Gauge Track,null,0.0,,,,,
N33255,280023.2284940677,303552.74427441676,P1244,P1245,Standard Gauge Track,null,0.0,,,,,
N33261,279907.1199681759,303495.4200617195,P1245,P1246,Standard Gauge Track,null,0.0,,,,,
N33266,279813.734999418,303446.42803844926,P1246,P1247,Standard Gauge Track,null,0.0,,,,,
N33272,279724.05305740394,303395.044184952,P1247,P1248,Standard Gauge Track,null,0.0,,,,,
N33279,279625.5939112452,303335.84470301424,P1248,P1249,Standard Gauge Track,null,0.0,,,,,
N33282,279542.4989066658,303285.0477665979,P1249,P1250,Standard Gauge Track,null,0.0,,,,,
N33284,279487.8911770917,303251.4091775833,P1250,P1251,Standard Gauge Track,null,0.0,,,,,
N33285,279459.2638460205,303233.5446633824,P1251,P1252,Standard Gauge Track,null,0.0,,,,,
N33288,279378.2715992368,303184.0494412211,P1252,P1253,Standard Gauge Track,null,0.0,,,,,
N33296,279218.0995346733,303090.7398383805,P1253,P1254,Standard Gauge Track,null,0.0,,,,,
N33301,279128.48229355057,303048.10199963505,P1254,P1255,Standard Gauge Track,null,0.0,,,,,
N33315,278940.0752296678,302970.04890693806,P1255,P1256,Standard Gauge Track,null,0.0,,,,,
N33325,278792.3578225505,302908.74166544195,P1256,P1257,Standard Gauge Track,null,0.0,,,,,
N33333,278708.4065654497,302874.68116305344,P1257,P1258,Standard Gauge Track,null,0.0,,,,,
N33340,278622.67679594446,302842.57005317806,P1258,P1259,Standard Gauge Track,null,0.0,,,,,
N33342,278569.99886336003,302824.53734228015,P1259,P1260,Standard Gauge Track,null,0.0,,,,,
N33349,278502.7256501446,302802.6296552276,P1260,P1261,Standard Gauge Track,null,0.0,,,,,
N33352,278454.09495686076,302785.8766523935,P1261,P1262,Standard Gauge Track,null,0.0,,,,,
N33363,278381.4543506222,302754.40224720276,P1262,P1263,Standard Gauge Track,null,0.0,,,,,
N33375,278284.1619937888,302704.6060124225,P1263,P1264,Standard Gauge Track,null,0.0,,,,,
N33387,278163.4190638203,302644.98628064356,P1264,P1265,Standard Gauge Track,null,0.0,,,,,
N33392,278115.17501505057,302626.0694355828,P1265,P1266,Standard Gauge Track,null,0.0,,,,,
N33399,278052.1694949931,302604.8675543625,P1266,P1267,Standard Gauge Track,null,0.0,,,,,
N33408,277947.0788813954,302566.50049447356,P1268,P1269,Standard Gauge Track,null,0.0,,,,,
N33415,277883.335204876,302535.8837177186,P1269,P1270,Standard Gauge Track,null,0.0,,,,,
N33423,277822.6119398159,302499.9860271689,P1270,P1271,Standard Gauge Track,null,0.0,,,,,
N33426,277777.70389703463,302471.18088337174,P1271,P1272,Standard Gauge Track,null,0.0,,,,,
N33429,277711.49648652517,302428.17627539043,P1272,P1273,Standard Gauge Track,null,0.0,,,,,
N33434,277614.8942154177,302365.87488796044,P1273,P1274,Standard Gauge Track,null,0.0,,,,,
N33437,277573.15178691305,302340.5574968036,P1274,P1275,Standard Gauge Track,null,0.0,,,,,
N33443,277507.61051929375,302304.5352772826,P1275,P1276,Standard Gauge Track,null,0.0,,,,,
N33447,277448.40758346865,302278.0899274672,P1276,P1277,Standard Gauge Track,null,0.0,,,,,
N33449,277401.663991697,302258.87260199897,P1277,P1278,Standard Gauge Track,null,0.0,,,,,
N33460,277339.690173137,302238.3503993257,P1278,P1279,Standard Gauge Track,null,0.0,,,,,
N33468,277271.85532360774,302222.7428313347,P1279,P1280,Standard Gauge Track,null,0.0,,,,,
N33476,277049.0036741475,302185.9144805181,P1281,P1282,Standard Gauge Track,null,0.0,,,,,
N33478,276968.54624098074,302169.4250081025,P1282,P1283,Standard Gauge Track,null,0.0,,,,,
N33481,276869.80008786346,302147.80288568983,P1283,P1284,Standard Gauge Track,null,0.0,,,,,
N33485,276796.8188101606,302127.8051973494,P1284,P1285,Standard Gauge Track,null,0.0,,,,,
N33488,276680.41279776394,302093.9691504744,P1285,P1286,Standard Gauge Track,null,0.0,,,,,
N33491,276580.32889528194,302061.14078792394,P1286,P1287,Standard Gauge Track,null,0.0,,,,,
N33494,276485.93207403197,302026.9393904252,P1287,P1288,Standard Gauge Track,null,0.0,,,,,
N33502,276367.15109865915,301978.58147014445,P1289,P1290,Standard Gauge Track,null,0.0,,,,,
N33515,276292.93283288943,301943.131546973,P1290,P1291,Standard Gauge Track,null,0.0,,,,,
N33521,276232.4320637796,301911.251146616,P1291,P1292,Standard Gauge Track,null,0.0,,,,,
N33527,276118.1354368876,301850.352911235,P1292,P1293,Standard Gauge Track,null,0.0,,,,,
N33532,276000.3122753651,301788.6612441936,P1293,P1294,Standard Gauge Track,null,0.0,,,,,
N33538,275944.03471795254,301761.70308194694,P1294,P1295,Standard Gauge Track,null,0.0,,,,,
N33540,275861.41453716584,301725.05439550435,P1295,P1296,Standard Gauge Track,null,0.0,,,,,
N33542,275825.52246752137,301711.07205494243,P1296,P1297,Standard Gauge Track,null,0.0,,,,,
N33544,275774.142620515,301693.3921100985,P1297,P1298,Standard Gauge Track,null,0.0,,,,,
N33547,275735.11177783995,301682.3607916092,P1298,P1299,Standard Gauge Track,null,0.0,,,,,
N33550,275672.9747207177,301667.95271623216,P1299,P1300,Standard Gauge Track,null,0.0,,,,,
N33553,275630.74158731743,301660.7472026817,P1300,P1301,Standard Gauge Track,null,0.0,,,,,
N33556,275564.1195106988,301652.04440371104,P1301,P1302,Standard Gauge Track,null,0.0,,,,,
N33561,275467.8593869076,301645.4402610558,P1302,P1303,Standard Gauge Track,null,0.0,,,,,
N33564,275387.8557462331,301643.9401722038,P1303,P1304,Standard Gauge Track,null,0.0,,,,,
N33572,275283.5218571531,301640.6712177112,P1304,P1305,Standard Gauge Track,null,0.0,,,,,
N33575,275191.37541257445,301634.47297754907,P1305,P1306,Standard Gauge Track,null,0.0,,,,,
N33577,275111.1511389257,301626.68458650087,P1306,P1307,Standard Gauge Track,null,0.0,,,,,
N33580,275050.87500609324,301619.77629568987,P1307,P1308,Standard Gauge Track,null,0.0,,,,,
N33583,274985.18273835914,301610.3788811194,P1308,P1309,Standard Gauge Track,null,0.0,,,,,
N33586,274938.6325750037,301602.5323108957,P1309,P1310,Standard Gauge Track,null,0.0,,,,,
N33589,274893.2807569463,301593.7059599847,P1310,P1311,Standard Gauge Track,null,0.0,,,,,
N33593,274851.30623781827,301584.18190241983,P1311,P1312,Standard Gauge Track,null,0.0,,,,,
N33600,274807.3462571505,301571.4698657788,P1312,P1313,Standard Gauge Track,null,0.0,,,,,
N33604,274782.4032581678,301561.8480598136,P1313,P1314,Standard Gauge Track,null,0.0,,,,,
N33620,280420.0730912993,303683.52044518135,P1240,P1241,Standard Gauge Track,null,0.0,,,,,
N33775,277999.7430689774,302587.01259679574,P1267,P1268,Standard Gauge Track,null,0.0,,,,,
N33842,277158.84948083025,302203.6314671553,P1280,P1281,Standard Gauge Track,null,0.0,,,,,
N36231,276418.69395200524,302000.66904294665,P1288,P1289,Standard Gauge Track,null,0.0,,,,,
N39375,274736.6692544003,301530.90603183105,P1380,P1381,Standard Gauge Track,null,0.0,,,,,
N39379,274758.01059912523,301542.7653169764,P1379,P1380,Standard Gauge Track,null,0.0,,,,,
N39386,274801.9714180683,301562.3453230737,P1377,P1378,Standard Gauge Track,null,0.0,,,,,
N39391,274850.31856173545,301577.3224932211,P1376,P1377,Standard Gauge Track,null,0.0,,,,,
N39394,274888.5862113693,301586.7194475175,P1375,P1376,Standard Gauge Track,null,0.0,,,,,
N39399,274981.47663691285,301604.77794061427,P1373,P1374,Standard Gauge Track,null,0.0,,,,,
N39403,275045.7534341037,301613.5548505399,P1372,Standard Gauge Track,null,0.0,,Edge,,,
N39406,274713.54412513523,301516.8340994105,P1381,P1382,Standard Gauge Track,null,0.0,,,,,
N39416,274783.2285507825,301554.52271135343,P1378,P1379,Standard Gauge Track,null,0.0,,,,,
N39430,274941.3516327291,301598.20020362514,P1374,P1375,Standard Gauge Track,null,0.0,,,,,
N39434,275008.37109263946,301608.683174126,P1372,P1373,Standard Gauge Track,null,0.0,,,,,
N39439,274269.16977088625,301170.6818663054,P1337,P1414,Standard Gauge Track,null,0.0,,,,,
N39441,274184.87680538726,301102.9394771157,P1414,P1415,Standard Gauge Track,null,0.0,,,,,
N39443,273999.5472839647,300952.85986444016,P1416,P1420,Standard Gauge Track,null,0.0,,,,,
N39470,273524.5360061317,300569.0488287462,P1422,P1423,Standard Gauge Track,null,0.0,,,,,
N39480,273349.58855096524,300417.73677399784,P1424,P1425,Standard Gauge Track,null,0.0,,,,,
N39484,273299.0657991262,300365.87273121555,P1425,P1426,Standard Gauge Track,null,0.0,,,,,
N39488,273246.3227507446,300306.31593120896,P1426,P1427,Standard Gauge Track,null,0.0,,,,,
N39498,273143.7580836336,300170.6899207426,P1428,P1429,Standard Gauge Track,null,0.0,,,,,
N39504,273084.24630431493,300084.8373394573,P1429,P1430,Standard Gauge Track,null,0.0,,,,,
N39515,272985.79865833384,299942.0907493565,P1431,P1432,Standard Gauge Track,null,0.0,,,,,
N39525,272828.0202652076,299714.40305311367,P1433,P1434,Standard Gauge Track,null,0.0,,,,,
N39531,272765.2786781885,299629.20816821855,P1434,P1435,Standard Gauge Track,null,0.0,,,,,
N39539,272688.1073140676,299540.3451761465,P1435,P1436,Standard Gauge Track,null,0.0,,,,,
N39548,272631.23633291206,299484.7922540823,P1436,P1437,Standard Gauge Track,null,0.0,,,,,
N39552,272569.50232006307,299432.3538995248,P1437,P1438,Standard Gauge Track,null,0.0,,,,,
N39556,272521.4138462882,299396.2045074956,P1438,P1439,Standard Gauge Track,null,0.0,,,,,
N39560,272479.04047295114,299368.2379399325,P1439,P1440,Standard Gauge Track,null,0.0,,,,,
N39565,272425.0991519757,299338.89413337037,P1440,P1441,Standard Gauge Track,null,0.0,,,,,
N39570,272367.4307078374,299315.2190723532,P1441,P1442,Standard Gauge Track,null,0.0,,,,,
N39576,272315.7405788154,299299.8897831537,P1442,P1443,Standard Gauge Track,null,0.0,,,,,
N39581,272265.70946141623,299289.6098383266,P1443,P1444,Standard Gauge Track,null,0.0,,,,,
N39586,272218.5036172884,299283.5569332853,P1444,P1445,Standard Gauge Track,null,0.0,,,,,
N39592,272157.60234664346,299280.92965313,P1445,P1446,Standard Gauge Track,null,0.0,,,,,
N39598,272096.99810009426,299284.3145896538,P1446,P1447,Standard Gauge Track,null,0.0,,,,,
N39604,272045.34897573944,299292.5064600087,P1447,P1448,Standard Gauge Track,null,0.0,,,,,
N39609,272005.2572102852,299301.1178513558,P1448,P1449,Standard Gauge Track,null,0.0,,,,,
N39611,271600.2382746523,299399.2400597413,P1449,P1450,Standard Gauge Track,null,0.0,,,,,
N39614,271501.52348029416,299422.84345134825,P1450,P1451,Standard Gauge Track,null,0.0,,,,,
N39622,271416.21462564997,299438.82850260014,P1451,P1452,Standard Gauge Track,null,0.0,,,,,
N39630,271341.053195432,299446.5992343591,P1452,P1453,Standard Gauge Track,null,0.0,,,,,
N39635,271261.2941290767,299447.849535055,P1453,P1454,Standard Gauge Track,null,0.0,,,,,
N39645,271153.93319487385,299438.43203417404,P1454,P1455,Standard Gauge Track,null,0.0,,,,,
N39655,271043.2845663982,299415.2029687636,P1455,P1456,Standard Gauge Track,null,0.0,,,,,
N39659,270999.7906665615,299402.04889731563,P1456,P1457,Standard Gauge Track,null,0.0,,,,,
N39669,270930.35440977337,299376.3609373816,P1457,P1458,Standard Gauge Track,null,0.0,,,,,
N39680,270869.6230273857,299348.27647379047,P1458,P1459,Standard Gauge Track,null,0.0,,,,,
N39703,270740.2444798401,299268.1733429953,P1459,P1460,Standard Gauge Track,null,0.0,,,,,
N39711,270694.3473023758,299232.373099398,P1460,P1461,Standard Gauge Track,null,0.0,,,,,
N39720,270597.10219748906,299147.44861373963,P1461,P1462,Standard Gauge Track,null,0.0,,,,,
N39731,270500.20818879607,299061.0438696423,P1462,P1463,Standard Gauge Track,null,0.0,,,,,
N39748,269945.3581420387,298569.8138290764,P1465,P2805,Standard Gauge Track,null,0.0,,,,,
N39754,269896.6194078926,298526.2769908767,P2806,P2807,P2914,Standard Gauge Track,null,0.0,,Points:P2914-P2807/(P2806),,,N39754
N40511,274621.7856758185,301421.1131670619,P1408,P2972,Standard Gauge Track,null,0.0,,,,,
N40512,274612.8867786847,301411.82349425385,P1408,P1409,Standard Gauge Track,null,0.0,,,,,
N40513,274600.80336972827,301397.08800502366,P1409,P1410,Standard Gauge Track,null,0.0,,,,,
N40522,274648.1960097891,301468.2941924419,P1357,P1358,Standard Gauge Track,null,0.0,,,Signal,P1358,
N40526,274627.57346553955,301445.8543407533,P1358,P1359,Standard Gauge Track,null,0.0,,,,,
N40528,274618.5776419645,301433.8433900312,P1359,P1360,Standard Gauge Track,null,0.0,,,,,
N40529,274559.22738568106,301339.6542355844,P1368,P1369,P1413,Standard Gauge Track,null,0.0,,Points:P1369-P1413/(P1368),,,
N40530,274542.8395037046,301319.61320260837,P1370,P2994,Standard Gauge Track,null,0.0,,,,,
N40531,274530.3613268696,301305.494107257,P1370,P1371,Standard Gauge Track,null,0.0,,,,,
N40532,274511.1113268696,301284.444107257,P1371,P2971,Standard Gauge Track,null,0.0,,,,,
N40538,274565.1916878971,301351.6985662504,P1403,P1404,Standard Gauge Track,null,0.0,,,Signal,P1404,
N40541,274552.9292490191,301337.25652173255,P1404,P1405,Standard Gauge Track,null,0.0,,,,,
N40543,274545.18130985077,301328.31771636265,P1405,P1406,Standard Gauge Track,null,0.0,,,,,
N40544,274527.16741182195,301308.00450988906,P1406,P1407,Standard Gauge Track,null,0.0,,,,,
N40546,274508.6822439359,301287.5653110727,P1407,P2970,Standard Gauge Track,null,0.0,,,,,
N40558,274571.6670155966,301359.8727893784,P1366,P1367,P1403,Standard Gauge Track,null,0.0,,Points:P1366-P1403/(P1367),,,
N40566,274716.4015992368,301527.00944122113,P1338,P1339,Standard Gauge Track,null,0.0,,,Signal,P1339,
N40569,274697.6427960814,301514.84008526447,P1339,P1340,Standard Gauge Track,null,0.0,,,,,
N40571,274668.6137505278,301494.24531706166,P1341,P1342,Standard Gauge Track,null,0.0,,,,,
N40575,274587.6130134404,301429.28037617746,P1344,P1352,Standard Gauge Track,null,0.0,,,,,
N40576,274535.59710306977,301387.1737116003,P1352,P1353,Standard Gauge Track,null,0.0,,,,,
N40577,274492.8769987583,301353.4243483696,P1353,P1354,Standard Gauge Track,null,0.0,,,,,
N40579,274702.48238598934,301513.94651388563,P1345,P1346,Standard Gauge Track,null,0.0,,,Signal,P1346,
N40582,274642.7959509071,301469.8887838771,P1347,P1348,Standard Gauge Track,null,0.0,,,,,
N40584,274593.1247993566,301429.35784619226,P1348,P1349,Standard Gauge Track,null,0.0,,,,,
N40585,274544.8612050667,301389.974893872,P1349,P1350,Standard Gauge Track,null,0.0,,,,,
N40602,274696.9975182007,301505.6610466999,P1318,P1319,P1383,Standard Gauge Track,null,0.0,,Points:P1319-P1383/(P1318),,,
N40627,274702.24915239605,301508.76037179877,P1382,P1383,Standard Gauge Track,null,0.0,,,Signal,P1382,
N40633,274656.1826359225,301475.89193763974,P1320,P1357,P2976,Standard Gauge Track,null,0.0,,Points:P2976-P1357/(P1320),,,
N40636,274632.4166021653,301456.6933003838,P1320,P1321,Standard Gauge Track,null,0.0,,,Signal,P1321,
N40637,274609.8370965746,301438.1737062633,P1321,P1322,Standard Gauge Track,null,0.0,,,,,
N40638,274553.4770680801,301391.8636828511,P1322,P1323,Standard Gauge Track,null,0.0,,,,,
N40639,274532.17593120894,301374.36275074456,P1323,P1324,Standard Gauge Track,null,0.0,,,,,
N40641,274526.1329978737,301369.63022652117,P1324,P1325,Standard Gauge Track,null,0.0,,,,,
N40643,274519.33874096686,301365.0615906701,P1325,P1326,Standard Gauge Track,null,0.0,,,,,
N40646,274510.4804369439,301359.99260509346,P1326,P1327,Standard Gauge Track,null,0.0,,,,,
N40671,274703.19191999204,301510.9758756493,P1317,P1318,Standard Gauge Track,null,0.0,,,Signal,P1317,
N40678,274588.92998963967,301379.9479793556,P1410,P1411,Standard Gauge Track,null,0.0,,,,,
N40679,274579.78395114036,301366.15826634347,P1411,P1412,Standard Gauge Track,null,0.0,,,,,
N40681,274565.14111150475,301346.6159628953,P1412,P1413,Standard Gauge Track,null,0.0,,,Signal,P1412,
N40683,274350.2916647524,301234.33639153827,P1334,P1335,Standard Gauge Track,null,0.0,,,,,
N40685,274330.967533952,301220.5559846085,P1335,P1336,P1356,Standard Gauge Track,null,0.0,,Points:P1336-P1335/(P1356),,,N40685
N40694,274686.8079892645,301507.4333583282,P1340,P1341,Standard Gauge Track,null,0.0,,,,,
N40698,274649.33692742814,301479.3095759507,P1342,P1343,Standard Gauge Track,null,0.0,,,,,
N40699,274607.356920397,301445.3195702578,P1343,P1344,Standard Gauge Track,null,0.0,,,,,
N40705,274673.5797086259,301493.3122885696,P1346,P1347,Standard Gauge Track,null,0.0,,,,,
N40714,274505.1231201622,301356.69039443793,P1327,P1328,Standard Gauge Track,null,0.0,,,,,
N40814,274835.14837592293,301564.5371790587,P1384,Standard Gauge Track,null,0.0,,Edge,,,
N40816,274792.36216220586,301550.1419458237,P1384,P1385,Standard Gauge Track,null,0.0,,,,,
N40821,274754.02869600564,301535.0695334166,P1386,P1387,Standard Gauge Track,null,0.0,,,,,
N40827,274746.8577755111,301544.5737880011,P1315,P1338,P2913,Standard Gauge Track,null,0.0,,Points:P2913-P1338/(P1315),,,N40827
N40836,274770.3545894814,301542.08929609036,P1385,P1386,Standard Gauge Track,null,0.0,,,,,
N40847,274722.5648687562,301515.67790281493,P1389,P1390,Standard Gauge Track,null,0.0,,,Signal,P1389,
N40850,274709.4448424867,301504.86094855354,P1390,P1391,Standard Gauge Track,null,0.0,,,,,
N40851,274702.053531962,301498.36845926876,P1391,P1392,Standard Gauge Track,null,0.0,,,,,
N40860,274709.17082921433,301515.9845828969,P1316,P1317,Standard Gauge Track,null,0.0,,,,,
N40873,274735.8814555681,301525.18418273865,P1388,P1389,P2979,Standard Gauge Track,null,0.0,,Points:P1388-P2979/(P1389),,,
N40881,274724.9269374828,301528.9355118368,P1316,P1345,P2993,Standard Gauge Track,null,0.0,,Points:P2993-P1345/(P1316),,,N40881
N40888,274738.2744909374,301526.62769036175,P1387,P1388,Standard Gauge Track,null,0.0,,,Signal,P1387,
N40895,274587.83185749484,301386.1191880866,P1364,P1365,Standard Gauge Track,null,0.0,,,,,
N40900,274601.7451011529,301406.68878891604,P1396,P1399,Standard Gauge Track,null,0.0,,,Signal,P1396,
N40906,274613.3026167815,301426.6269660937,P1360,P1361,Standard Gauge Track,null,0.0,,,Signal,P1360,
N40930,274590.30805097043,301390.3206586972,P1364,P1398,Standard Gauge Track,null,0.0,,,Signal,P1364,
N40933,274600.67705724866,301407.5988824554,P1362,P1397,Standard Gauge Track,null,0.0,,,Signal,P1362,
N40935,274589.50955408486,301391.6119959913,P1400,P1401,Standard Gauge Track,null,0.0,,,,,
N40940,274608.04947689787,301418.74121754186,P1361,P1362,P2991,Standard Gauge Track,null,0.0,,Points:P1362-P1361/(P2991),,,
N40966,274613.59599344566,301420.7529461667,P1395,P1396,Standard Gauge Track,null,0.0,,,,,
N40968,274622.85567558836,301430.6727568529,P1394,P1395,Standard Gauge Track,null,0.0,,,,,
N40980,274640.77803306753,301445.876381006,P1393,P1394,Standard Gauge Track,null,0.0,,,,,
